id,name,goals_avg,goals_sd,assists_avg,assists_sd,blocks_avg,blocks_sd,catches_avg,catches_sd,completions_avg,completions_sd,throwaways_avg,throwaways_sd,drops_avg,drops_sd,callahans_avg,callahans_sd
158,Austin B,0.066666667,0.25819889,0.666666667,1.2344268,0.133333333,0.351865775,10.2,7.757024466,11.86666667,8.517768543,1.6,1.681835732,0.066666667,0.25819889,0,0
159,Ben P,0,0,0.066666667,0.25819889,0.066666667,0.25819889,0.4,1.055597326,0.333333333,0.816496581,0.066666667,0.25819889,0,0,0,0
160,Brad S,0.533333333,0.743223353,0.6,0.828078671,0.666666667,0.816496581,6.533333333,4.808722234,5.933333333,4.589843861,0.4,0.736788398,0.2,0.414039336,0,0
161,Chris B,1.6,2.557900925,0.333333333,0.487950036,0.066666667,0.25819889,6.066666667,8.737984948,4.066666667,6.017434986,0.266666667,0.59361684,0.066666667,0.25819889,0,0
162,Chris Be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Cory B,0.333333333,0.487950036,0.4,0.507092553,0.4,0.736788398,6.933333333,4.350150517,10.46666667,6.864678399,0.533333333,1.060098827,0.066666667,0.25819889,0,0
164,David S,0.333333333,0.723746864,0.333333333,0.723746864,0.2,0.414039336,3.266666667,5.650115886,4,7.828519291,0.333333333,0.816496581,0,0,0,0
165,Eric M,1.266666667,1.579632266,0.333333333,0.723746864,0.133333333,0.351865775,7.2,8.099382693,5.733333333,6.902035587,0.533333333,0.915475416,0.066666667,0.25819889,0,0
166,Gabe W,0.2,0.560611911,0.4,0.91025899,0.2,0.560611911,2.266666667,3.899938949,1.933333333,3.326659987,0.133333333,0.516397779,0.133333333,0.351865775,0,0
167,Houst P,0.266666667,0.59361684,0.066666667,0.25819889,0.2,0.414039336,1.866666667,2.850229732,1.733333333,3.369329451,0.266666667,0.59361684,0.066666667,0.25819889,0,0
168,Jeff W,2.666666667,2.058663459,1.533333333,1.125462868,0.4,0.632455532,19.86666667,12.66528815,16.13333333,11.19225923,1.066666667,1.162919151,0.2,0.414039336,0,0
169,Joe R,0.933333333,1.279880947,0.333333333,0.723746864,1,1.362770288,2.866666667,3.642343568,1.933333333,2.374467359,0.2,0.560611911,0.066666667,0.25819889,0,0
170,John W,0.066666667,0.25819889,0.466666667,0.743223353,0,0,3.2,4.296177703,2.933333333,3.972524686,0.4,0.736788398,0.066666667,0.25819889,0,0
171,Jonny M,0.266666667,1.032795559,0.2,0.774596669,0,0,1.866666667,7.229568913,1.866666667,7.229568913,0.066666667,0.25819889,0,0,0,0
172,Kyle K,1,1.309307341,0.266666667,0.59361684,0.266666667,0.59361684,4.533333333,5.436210164,3.133333333,3.925496632,0.333333333,0.487950036,0.2,0.414039336,0,0
173,Leo P,0.333333333,0.487950036,0.066666667,0.25819889,0.333333333,0.6172134,1.733333333,2.218965868,1.2,1.698739028,0.333333333,0.487950036,0.066666667,0.25819889,0,0
174,Lloyd B,0.666666667,0.816496581,1.4,1.242118007,0.266666667,0.59361684,23.66666667,11.35572019,25.86666667,11.90957998,1.8,1.521277659,0.266666667,0.457737708,0,0
175,Marcus T,0.6,0.985610761,0.8,1.082325539,0.733333333,0.883715102,10.66666667,7.925245978,12.26666667,8.171961355,0.933333333,0.883715102,0.066666667,0.25819889,0,0
176,Matt K,1.4,1.298350602,1.866666667,1.995232413,0.466666667,0.743223353,16.06666667,9.967566451,14.8,9.080591548,0.266666667,0.457737708,0.2,0.414039336,0,0
177,Matt N,0.133333333,0.351865775,0.333333333,0.487950036,0.133333333,0.351865775,3.733333333,4.802776974,3.733333333,4.682286784,0.333333333,0.6172134,0.066666667,0.25819889,0,0
178,Max C,0.4,0.91025899,0.6,0.985610761,0.066666667,0.25819889,6.333333333,9.551863443,6.6,9.61991981,0.333333333,0.899735411,0.133333333,0.351865775,0,0
179,Nate C,0.333333333,0.723746864,0.2,0.774596669,0.066666667,0.25819889,3.466666667,6.379281942,3.8,7.802929853,0.333333333,0.899735411,0.133333333,0.351865775,0,0
180,Nate P,0.266666667,0.59361684,1.6,1.638814903,0.466666667,0.743223353,23.33333333,22.54730477,29.06666667,26.14374185,1.066666667,2.051712409,0.066666667,0.25819889,0,0
181,Peter M,0,0,0.133333333,0.351865775,0.066666667,0.25819889,1.4,2.585674822,1.466666667,2.695675549,0.066666667,0.25819889,0,0,0,0
182,Quinn B,0.8,1.014185106,0.2,0.414039336,0.533333333,0.743223353,3.733333333,3.594970031,2.333333333,2.410295378,0.6,0.91025899,0,0,0,0
183,Rhys B,0.6,0.736788398,0.8,1.207121724,0.8,1.014185106,5.4,5.220837371,4.466666667,4.485956924,0.533333333,0.743223353,0.066666667,0.25819889,0,0
184,Rico J,2.733333333,2.120197655,1.6,1.4040757,1.4,1.242118007,13.4,7.375635566,10.33333333,6.883382336,0.933333333,0.883715102,0.266666667,0.457737708,0,0
185,Rowen M,2.6,2.873524466,3.466666667,2.748159557,0.933333333,1.279880947,32.26666667,23.82515677,28.53333333,21.88563347,1.4,1.723783215,0.2,0.560611911,0.066666667,0.25819889
186,Ryan S,0.533333333,1.060098827,0.4,1.055597326,0.533333333,0.743223353,10.33333333,13.44654319,11.86666667,15.51895922,0.533333333,1.125462868,0.133333333,0.351865775,0,0
187,Troy H,0.666666667,0.816496581,0.4,0.507092553,1.066666667,1.279880947,11.73333333,9.669293568,11.06666667,9.184355228,0.266666667,0.59361684,0.133333333,0.351865775,0,0
188,Xavier M,0.4,0.632455532,2,1.463850109,0.266666667,0.59361684,17.93333333,14.87791588,20,14.70179775,2.466666667,2.133630932,0.2,0.414039336,0,0
189,Zach N,0.333333333,0.723746864,0.6,1.055597326,0.066666667,0.25819889,10.4,13.73109089,13.46666667,17.59004047,0.533333333,1.35576371,0.333333333,0.723746864,0,0
190,Andy,0.153846154,0.554700196,0.769230769,1.23516842,0.153846154,0.375533808,10.38461538,16.60591492,12.61538462,20.56914543,0.692307692,1.548365557,0.076923077,0.277350098,0,0
191,Basten,0.615384615,1.043907845,0.538461538,0.518874522,0.384615385,0.869718493,7.692307692,5.49825147,5.923076923,4.462091036,1.230769231,1.165750556,0.384615385,0.506369684,0,0
192,Besser,0.230769231,0.43852901,1.153846154,2.075498087,0.076923077,0.277350098,17.46153846,23.36170436,20.38461538,26.84069815,1.076923077,1.441153384,0.230769231,0.43852901,0,0
193,Billy,0.076923077,0.277350098,0.153846154,0.375533808,0.076923077,0.277350098,0.692307692,1.548365557,0.538461538,1.126601424,0.153846154,0.554700196,0.153846154,0.375533808,0,0
194,Brendan,0.692307692,0.947330933,0.846153846,1.068188018,0.615384615,1.192927878,10.92307692,15.09669687,10.76923077,13.8332561,1.153846154,1.772293892,0,0,0,0
195,Bubbles,0.307692308,0.751067616,0.307692308,0.854850414,0.538461538,0.967417922,2.230769231,4.567162616,1.692307692,3.568020352,0.307692308,0.630425172,0.076923077,0.277350098,0,0
196,Burke,1.384615385,1.938146087,0.846153846,1.908147175,0.538461538,0.967417922,5.384615385,7.286270897,3.384615385,4.80517883,0.923076923,1.441153384,0.153846154,0.554700196,0,0
197,Channing,1.307692308,2.015961945,0.384615385,0.869718493,0.307692308,0.630425172,19.69230769,25.4341785,18.38461538,24.95508786,0.615384615,1.043907845,0.230769231,0.832050294,0,0
198,Chris,0.230769231,0.59914469,0,0,0,0,1.692307692,3.637412436,1.769230769,3.654993072,0.230769231,0.43852901,0.076923077,0.277350098,0,0
199,Colucci,0.153846154,0.375533808,0,0,0.076923077,0.277350098,3.615384615,5.470198984,3.692307692,6.101702158,0.846153846,0.987096234,0.230769231,0.59914469,0,0
200,Compo,0,0,0.230769231,0.59914469,0.307692308,0.854850414,4.769230769,6.697684253,6.153846154,8.88675188,1.307692308,1.84321347,0.153846154,0.375533808,0,0
201,D Yu,0.230769231,0.59914469,0.230769231,0.59914469,0.076923077,0.277350098,4.692307692,11.75715821,5.153846154,13.16463795,0.615384615,1.556623565,0,0,0,0
202,Danny,0.076923077,0.277350098,0,0,0,0,1.692307692,4.130871889,1.615384615,3.948384934,0.076923077,0.277350098,0,0,0,0
203,David,0.153846154,0.554700196,0.153846154,0.375533808,0.076923077,0.277350098,2.153846154,5.320497374,1.615384615,3.990373031,0.461538462,1.126601424,0.076923077,0.277350098,0,0
204,Drew,0,0,0,0,0,0,2.538461538,6.199669139,2.538461538,6.279800748,0.538461538,1.450022104,0,0,0,0
205,Evan,0.230769231,0.59914469,0.461538462,0.967417922,0.307692308,1.109400392,5.153846154,8.394900772,5.615384615,9.80253761,1.538461538,2.331501112,0.153846154,0.375533808,0,0
206,Jay,0.461538462,0.660225292,1.615384615,1.757766648,0.230769231,0.43852901,17.46153846,17.67114118,19.69230769,20.40581868,2.230769231,2.554533426,0.076923077,0.277350098,0,0
207,Josh,0,0,0.846153846,0.987096234,0.076923077,0.277350098,14.46153846,15.02007204,18.38461538,18.29634964,1.769230769,1.48064435,0.153846154,0.375533808,0,0
208,Justin,1,1.354006401,0.461538462,1.391365314,0.923076923,2.177978362,4.692307692,7.576109549,3.307692308,6.210000206,0.692307692,1.031553471,0.153846154,0.554700196,0,0
209,Karl,0.230769231,0.43852901,0.846153846,1.14354375,0.461538462,0.776250026,17.53846154,20.36997539,19.38461538,20.57724658,1.846153846,1.818706218,0.384615385,0.767947648,0,0
210,Kevin,0.230769231,0.43852901,0,0,0.307692308,0.630425172,5.230769231,6.90596175,4.692307692,6.156089335,0.307692308,0.480384461,0.153846154,0.554700196,0,0
211,Leslie,0.076923077,0.277350098,0.230769231,0.59914469,0.230769231,0.43852901,2.153846154,4.793157516,2.538461538,5.724441525,0.384615385,0.960768923,0.076923077,0.277350098,0,0
212,Luis,0.461538462,0.660225292,0.153846154,0.375533808,0.384615385,0.767947648,3,4.415880433,2.846153846,4.506405697,0.153846154,0.375533808,0.307692308,0.630425172,0,0
213,Mark,0.923076923,1.891275516,0.461538462,0.967417922,0.461538462,0.660225292,4.615384615,8.930644448,3.384615385,6.423115308,0.461538462,0.877058019,0.153846154,0.375533808,0,0
214,Noah,0,0,0.615384615,1.192927878,0.615384615,1.192927878,14.38461538,26.44975886,17,29.70129066,1.384615385,2.873396989,0.076923077,0.277350098,0,0
215,Nolan,0.384615385,0.869718493,0.076923077,0.277350098,0.461538462,0.660225292,4.692307692,2.393902511,3.307692308,1.750457816,0.769230769,1.3634421,0.076923077,0.277350098,0,0
216,Parker,0.846153846,1.28102523,0.846153846,1.405118847,0.076923077,0.277350098,10.46153846,15.27860915,11.07692308,17.20688592,0.769230769,1.48064435,0.153846154,0.375533808,0,0
217,Pip,0.461538462,0.660225292,0.153846154,0.375533808,0.846153846,1.14354375,7.923076923,10.10331248,8.076923077,11.85651395,0.615384615,0.650443636,0.153846154,0.375533808,0,0
218,Rio,1.769230769,1.83275049,0.615384615,0.960768923,0.769230769,0.832050294,10.69230769,9.259091167,8.076923077,8.331281799,0.692307692,1.031553471,0.384615385,0.869718493,0,0
219,Ryan,0.153846154,0.554700196,0.384615385,1.120897077,0,0,1.692307692,4.802510027,3.153846154,8.142953537,0.076923077,0.277350098,0,0,0,0
220,Shrew,0.230769231,0.59914469,0.230769231,0.43852901,0.076923077,0.277350098,2.384615385,4.908130356,2.076923077,4.192484118,0.076923077,0.277350098,0.153846154,0.554700196,0,0
221,Tate,2.615384615,2.930826435,1.230769231,1.640825308,0.230769231,0.43852901,17.76923077,13.66963695,13.69230769,11.078392,1.769230769,2.241794153,0.307692308,0.480384461,0,0
222,Tim,0.076923077,0.277350098,0.230769231,0.59914469,0.153846154,0.375533808,2.384615385,6.103802934,2.769230769,6.869665763,0.307692308,0.854850414,0,0,0,0
223,Tom,0,0,0,0,0.230769231,0.59914469,2.615384615,6.837865914,2.769230769,7.061088752,0.461538462,1.126601424,0,0,0,0
224,Trey,0.923076923,1.037749043,1.230769231,1.640825308,0.615384615,1.043907845,11.30769231,10.49114401,9.307692308,8.576951822,1.153846154,1.214231845,0.615384615,0.650443636,0,0
225,Troy,0.153846154,0.554700196,0.153846154,0.375533808,0.153846154,0.554700196,1.692307692,4.210791996,1.384615385,3.404371247,0.307692308,0.854850414,0,0,0,0
226,Wes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,X,0.153846154,0.375533808,0.076923077,0.277350098,0.076923077,0.277350098,1.615384615,3.663751755,1.461538462,3.454836818,0.076923077,0.277350098,0,0,0,0
228,Yergin,0.153846154,0.554700196,0.384615385,0.650443636,0.384615385,0.506369684,7.384615385,7.286270897,6.692307692,6.250128204,0.923076923,1.187542172,0.384615385,0.506369684,0,0
229,Zach,0.076923077,0.277350098,0.307692308,0.854850414,0,0,2.307692308,5.864932727,2.307692308,5.633007121,0.384615385,1.120897077,0.153846154,0.554700196,0,0
230,Aaron S,1.0625,0.771902412,0.625,0.619139187,1,1.154700538,7.4375,5.291108894,6.5625,3.949156028,0.625,1.147460965,0.1875,0.403112887,0,0
231,Alex H,0.6875,1.078192933,0.4375,0.727438428,0.25,0.577350269,6.75,12.05819224,7.5,13.74045123,0.5,0.894427191,0.0625,0.25,0,0
232,Cam B,3.8125,1.796988221,2.125,1.024695077,0.5,0.632455532,21,6,15.75,5.779273311,1.625,1.62788206,0.125,0.341565026,0,0
233,Colin R,0.5625,0.81394103,0.3125,0.478713554,0.1875,0.403112887,5.3125,4.300678241,5.625,4.318564576,0.8125,1.046820583,0.1875,0.403112887,0,0
234,Colton S,0.3125,0.478713554,0.125,0.341565026,0.1875,0.543905629,1.6875,1.956825661,1.125,1.408308678,0.375,0.619139187,0.125,0.341565026,0,0
235,Conner H,0.8125,1.167261753,0.4375,0.512347538,0.3125,0.478713554,3.25,3.172801076,2.625,2.276693509,0.125,0.341565026,0.125,0.5,0,0
236,Connor L,0.0625,0.25,0.25,1,0.0625,0.25,0.6875,2.75,0.6875,2.75,0.0625,0.25,0.0625,0.25,0,0
237,Dan C,0,0,0.0625,0.25,0.1875,0.75,0.4375,1.093541647,0.375,0.885061203,0.125,0.5,0,0,0,0
238,Donova T,0.375,0.718795288,1.0625,1.481834449,0.75,0.856348839,7.0625,5.720941065,8.625,7.356403107,0.875,1.360147051,0,0,0,0
239,Heath K,0.1875,0.75,0.1875,0.403112887,0.375,0.718795288,1.75,2.380476143,1.4375,1.998958062,0.125,0.341565026,0.125,0.5,0,0
240,Jake F,0.0625,0.25,0.1875,0.543905629,0.25,1,1.125,2.941088234,0.9375,2.619637379,0.4375,1.263262971,0,0,0,0
241,Jesse J,0.25,0.577350269,0.0625,0.25,0.375,0.806225775,1,1.788854382,0.75,1.390443574,0.0625,0.25,0,0,0,0
242,Joey C,0.0625,0.25,0,0,0.125,0.5,0.6875,1.956825661,0.75,2.049390153,0.4375,1.504160896,0.0625,0.25,0,0
243,John J,0.75,1.341640786,0.1875,0.403112887,1,1.366260102,2.8125,3.600347205,1.8125,2.136000936,0.3125,0.602079729,0.0625,0.25,0,0
244,Jon W,0.4375,0.62915287,0.6875,0.793200269,0.3125,0.704154339,3.75,3.022140522,2.625,2.526525942,0.6875,0.704154339,0.125,0.341565026,0,0
245,Josh D,0.125,0.341565026,0.0625,0.25,0.1875,0.403112887,0.3125,0.793200269,0.25,0.577350269,0,0,0,0,0,0
246,Keegan N,1.625,1.408308678,2.4375,2.189939116,0.5,1.032795559,19,13.50555441,16.3125,11.93716186,1.5625,1.547847968,0.3125,0.602079729,0,0
247,Keenan P,0.9375,1.181453907,2.9375,2.294013949,0.375,0.5,37.25,19.89137166,46.9375,22.27545361,1.375,1.586400538,0,0,0.0625,0.25
248,Kip C,1,0.632455532,0.6875,1.01447852,0.75,1.064581295,4.75,3.109126351,3.8125,3.103089858,0.25,0.447213595,0.125,0.341565026,0,0
249,Kyle C,0.25,0.447213595,0.875,0.885061203,0.4375,0.727438428,13.8125,14.35835993,19.4375,17.21615036,0.8125,1.108677891,0.0625,0.25,0,0
250,Levi J,2,2.033060091,2.8125,1.939716474,0.4375,0.62915287,15.9375,8.078520904,12.1875,6.326860728,1.875,1.586400538,0.25,0.447213595,0,0
251,Michae A,0,0,0.1875,0.403112887,0.1875,0.403112887,2.875,3.461695153,4.9375,5.2213504,0.4375,0.81394103,0.1875,0.543905629,0,0
252,Nathan B,0.125,0.5,0.0625,0.25,0.0625,0.25,0.625,2.028957039,0.5625,1.631716887,0,0,0,0,0,0
253,Nick H,0.3125,0.478713554,1,1.032795559,1.5625,1.412739655,4.8125,4.54926734,5.0625,4.508787716,0.4375,0.62915287,0.25,0.447213595,0,0
254,Peter C,0.5,0.816496581,1,1.316561177,0.4375,0.62915287,4.8125,3.816084381,4.25,3.376388603,0.625,0.885061203,0.0625,0.25,0,0
255,Rick G,3.875,2.125245084,1.8125,1.833712082,1.75,1.483239697,20.1875,9.123002064,15.8125,7.968427281,1.125,1.087811258,0.5,0.632455532,0,0
256,Robbie C,0.1875,0.543905629,0.1875,0.403112887,0.125,0.5,1.5625,2.502498751,1.25,2.081665999,0.125,0.341565026,0.0625,0.25,0,0
257,Sam S,1.3125,1.138346754,0.75,0.774596669,0.3125,0.602079729,20.5625,15.22703188,22.5,17.28583235,1.25,1.290994449,0.4375,0.62915287,0,0
258,Spence L,0.4375,0.892094913,0.3125,0.602079729,0.375,0.619139187,5.0625,5.720941065,4.375,4.897278156,0.3125,0.704154339,0.1875,0.543905629,0,0
259,Stephen,0,0,0.125,0.5,0,0,0.6875,2.75,0.6875,2.75,0,0,0,0,0,0
260,Terry G,0.0625,0.25,0,0,0,0,0.4375,1.31497782,0.375,1.087811258,0,0,0,0,0,0
261,Travis C,1.6875,1.621470526,1.9375,1.388944443,0.75,1.064581295,34.9375,17.11712106,35.4375,17.15019436,2.1875,1.276388133,0.0625,0.25,0,0
262,Zach Z,0.125,0.341565026,0.0625,0.25,0.25,0.577350269,1.4375,2.308498791,1.6875,2.495829855,0.125,0.341565026,0,0,0,0
263,Bacon,1,1.032795559,2.1875,1.276388133,1,1.154700538,14.1875,4.764014414,15.9375,4.639953304,1.875,2.156385865,0.1875,0.543905629,0,0
264,Barnett,0.0625,0.25,0.1875,0.543905629,0.125,0.341565026,1.375,2.753785274,2,3.812260921,0.3125,0.704154339,0.125,0.341565026,0,0
265,Bartholo,0.0625,0.25,0,0,0,0,0.375,1.5,0.3125,1.25,0,0,0,0,0,0
266,Beatty,0.9375,1.388944443,2.6875,1.701714821,0.1875,0.543905629,29.375,12.98139695,32.25,12.88668564,1.625,1.454876856,0.125,0.341565026,0,0
267,Brooks,0.375,0.718795288,0.8125,1.376892637,0,0,5.6875,8.661937812,7.8125,11.36790072,0.0625,0.25,0.125,0.341565026,0,0
268,Cohen,1.875,1.62788206,2.0625,2.205107707,0.3125,0.602079729,15.9375,12.29346032,12.9375,10.16181578,1.1875,1.424488212,0.3125,0.602079729,0,0
